YEAR,Region,Month,Precipitation
1969,Connecticut River,SEP,3.7825
1969,Connecticut River,OCT,1.76333
1969,Connecticut River,NOV,6.57958
1969,Connecticut River,DEC,7.05208
1969,Northeast,JAN,2.03871
1969,Northeast,FEB,5.83833
1969,Northeast,MAR,2.73032
1969,Northeast,APR,4.05774
1969,Northeast,MAY,1.87452
1969,Northeast,JUN,1.5329
1969,Northeast,JUL,3.86355
1969,Northeast,AUG,2.52097
1969,Northeast,SEP,4.84387
1969,Northeast,OCT,1.75935
1969,Northeast,NOV,8.35129
1969,Northeast,DEC,9.32067
1969,Southeast,JAN,1.63833
1969,Southeast,FEB,6.55042
1969,Southeast,MAR,3.72708
1969,Southeast,APR,4.76833
1969,Southeast,MAY,2.72167
1969,Southeast,JUN,1.30083
1969,Southeast,JUL,2.96667
1969,Southeast,AUG,3.0275
1969,Southeast,SEP,4.41333
1969,Southeast,OCT,2.18417
1969,Southeast,NOV,7.38727
1969,Southeast,DEC,10.4479
1969,Western,JAN,1.79667
1969,Western,FEB,2.775
1969,Western,MAR,1.98667
1969,Western,APR,4.855
1969,Western,MAY,3.25
1969,Western,JUN,3.93833
1969,Western,JUL,6.96667
1969,Western,AUG,2.94833
1969,Western,SEP,3.365
1969,Western,OCT,2.37833
1969,Western,NOV,6.58833
1969,Western,DEC,5.9
1970,Cape Cod and Islands,JAN,1.205
1970,Cape Cod and Islands,FEB,5.95
1970,Cape Cod and Islands,MAR,4.22167
1970,Cape Cod and Islands,APR,2.98833
1970,Cape Cod and Islands,MAY,2.67667
1970,Cape Cod and Islands,JUN,4.512
1970,Cape Cod and Islands,JUL,2.635
1970,Cape Cod and Islands,AUG,5.89833
1970,Cape Cod and Islands,SEP,3.66
1970,Cape Cod and Islands,OCT,3.68333
1970,Cape Cod and Islands,NOV,5.755
1970,Cape Cod and Islands,DEC,3.93
1970,Central,JAN,1.06577
1970,Central,FEB,5.05
1970,Central,MAR,3.8208
1970,Central,APR,3.71192
1970,Central,MAY,4.09885
1970,Central,JUN,4.30385
1970,Central,JUL,1.91231
1970,Central,AUG,4.36538
1970,Central,SEP,2.625
1970,Central,OCT,2.68692
1970,Central,NOV,3.86692
1970,Central,DEC,4.03615
1970,Connecticut River,JAN,0.77208
1970,Connecticut River,FEB,4.39042
1970,Connecticut River,MAR,3.3525
1970,Connecticut River,APR,3.805
1970,Connecticut River,MAY,4.76917
1970,Connecticut River,JUN,3.20583
1970,Connecticut River,JUL,2.47792
1970,Connecticut River,AUG,4.06542
1970,Connecticut River,SEP,2.90292
1970,Connecticut River,OCT,2.35417
1970,Connecticut River,NOV,3.52083
1970,Connecticut River,DEC,4.07792
1970,Northeast,JAN,0.85161
1970,Northeast,FEB,4.83903
1970,Northeast,MAR,3.82065
1970,Northeast,APR,3.36806
1970,Northeast,MAY,3.33226
1970,Northeast,JUN,4.32032
1970,Northeast,JUL,1.77065
1970,Northeast,AUG,4.02633
1970,Northeast,SEP,2.84968
1970,Northeast,OCT,3.18258
1970,Northeast,NOV,3.82903
1970,Northeast,DEC,5.50677
1970,Southeast,JAN,0.86
1970,Southeast,FEB,5.46625
1970,Southeast,MAR,4.40208
1970,Southeast,APR,3.2975
1970,Southeast,MAY,2.95292
1970,Southeast,JUN,3.66083
1970,Southeast,JUL,1.35826
1970,Southeast,AUG,5.41583
1970,Southeast,SEP,1.88792
1970,Southeast,OCT,3.45
1970,Southeast,NOV,5.1225
1970,Southeast,DEC,4.125
1970,Western,JAN,0.78
1970,Western,FEB,3.01667
1970,Western,MAR,3.20333
1970,Western,APR,3.58833
1970,Western,MAY,4.025
1970,Western,JUN,2.325
1970,Western,JUL,3.75167
1970,Western,AUG,3.73333
1970,Western,SEP,3.47167
1970,Western,OCT,2.82833
1970,Western,NOV,3.45333
1970,Western,DEC,3.37333
1971,Cape Cod and Islands,JAN,3.20833
1971,Cape Cod and Islands,FEB,5.16
1971,Cape Cod and Islands,MAR,2.75667
1971,Cape Cod and Islands,APR,2.76833
1971,Cape Cod and Islands,MAY,5.54167
1971,Cape Cod and Islands,JUN,0.31833
1971,Cape Cod and Islands,JUL,1.475
1971,Cape Cod and Islands,AUG,2.75
1971,Cape Cod and Islands,SEP,0.62333
1971,Cape Cod and Islands,OCT,1.74167
1971,Cape Cod and Islands,NOV,4.87833
1971,Cape Cod and Islands,DEC,2.48667
1971,Central,JAN,2.25808
1971,Central,FEB,4.30654
1971,Central,MAR,2.78115
1971,Central,APR,2.10462
1971,Central,MAY,4.03846
1971,Central,JUN,2.73192
1971,Central,JUL,4.42346
1971,Central,AUG,4.31038
1971,Central,SEP,3.41769
1971,Central,OCT,3.16577
1971,Central,NOV,5.095
1971,Central,DEC,3.11538
1971,Connecticut River,JAN,2.19208
1971,Connecticut River,FEB,3.95417
1971,Connecticut River,MAR,3.20083
1971,Connecticut River,APR,2.01458
1971,Connecticut River,MAY,3.90292
1971,Connecticut River,JUN,2.02375
1971,Connecticut River,JUL,3.90917
1971,Connecticut River,AUG,5.765
1971,Connecticut River,SEP,3.22667
1971,Connecticut River,OCT,3.37167
1971,Connecticut River,NOV,4.54
1971,Connecticut River,DEC,3.36625
1971,Northeast,JAN,1.78742
1971,Northeast,FEB,4.49226
1971,Northeast,MAR,2.57871
1971,Northeast,APR,2.77194
1971,Northeast,MAY,4.30258
1971,Northeast,JUN,2.20065
1971,Northeast,JUL,3.57806
1971,Northeast,AUG,2.83419
1971,Northeast,SEP,2.04839
1971,Northeast,OCT,2.80516
1971,Northeast,NOV,6.15613
1971,Northeast,DEC,2.82516
1971,Southeast,JAN,2.04696
1971,Southeast,FEB,5.23174
1971,Southeast,MAR,3.10522
1971,Southeast,APR,2.955
1971,Southeast,MAY,4.62583
1971,Southeast,JUN,0.93
1971,Southeast,JUL,3.19417
1971,Southeast,AUG,2.52083
1971,Southeast,SEP,1.64083
1971,Southeast,OCT,2.93667
1971,Southeast,NOV,6.4125
1971,Southeast,DEC,2.66417
1971,Western,JAN,1.76833
1971,Western,FEB,3.57167
1971,Western,MAR,3.01333
1971,Western,APR,2.36167
1971,Western,MAY,4.345
1971,Western,JUN,2.16333
1971,Western,JUL,4.775
1971,Western,AUG,6.80833
1971,Western,SEP,4.00667
1971,Western,OCT,2.99
1971,Western,NOV,4.14
1971,Western,DEC,3.86
1972,Cape Cod and Islands,JAN,3.188
1972,Cape Cod and Islands,FEB,4.972
1972,Cape Cod and Islands,MAR,5.64333
1972,Cape Cod and Islands,APR,4.92667
1972,Cape Cod and Islands,MAY,5.84
1972,Cape Cod and Islands,JUN,7.706
1972,Cape Cod and Islands,JUL,2.27667
1972,Cape Cod and Islands,AUG,1.73333
1972,Cape Cod and Islands,SEP,12.5433
1972,Cape Cod and Islands,OCT,3.48667
1972,Cape Cod and Islands,NOV,6.93333
1972,Cape Cod and Islands,DEC,7.04
1972,Central,JAN,2.34731
1972,Central,FEB,4.73269
1972,Central,MAR,6.77808
1972,Central,APR,3.98885
1972,Central,MAY,6.70269
1972,Central,JUN,6.42885
1972,Central,JUL,3.95615
1972,Central,AUG,2.50077
1972,Central,SEP,3.35423
1972,Central,OCT,3.47154
1972,Central,NOV,8.08231
1972,Central,DEC,6.60269
1972,Connecticut River,JAN,1.85042
1972,Connecticut River,FEB,4.195
1972,Connecticut River,MAR,5.055
1972,Connecticut River,APR,3.93708
1972,Connecticut River,MAY,6.74792
1972,Connecticut River,JUN,7.47955
1972,Connecticut River,JUL,4.14292
1972,Connecticut River,AUG,2.485
1972,Connecticut River,SEP,1.94917
1972,Connecticut River,OCT,3.45292
1972,Connecticut River,NOV,8.22583
1972,Connecticut River,DEC,6.87625
1972,Northeast,JAN,1.77031
1972,Northeast,FEB,5.25063
1972,Northeast,MAR,6.18156
1972,Northeast,APR,3.48344
1972,Northeast,MAY,6.14344
1972,Northeast,JUN,7.19563
1972,Northeast,JUL,3.96813
1972,Northeast,AUG,1.44781
1972,Northeast,SEP,4.85375
1972,Northeast,OCT,3.50031
1972,Northeast,NOV,8.24063
1972,Northeast,DEC,6.3
1972,Southeast,JAN,2.13913
1972,Southeast,FEB,5.59522
1972,Southeast,MAR,6.80167
1972,Southeast,APR,3.79958
1972,Southeast,MAY,6.56042
1972,Southeast,JUN,7.50583
1972,Southeast,JUL,3.0575
1972,Southeast,AUG,2.42708
1972,Southeast,SEP,8.12385
1972,Southeast,OCT,3.70375
1972,Southeast,NOV,8.4587
1972,Southeast,DEC,7.45958
1972,Western,JAN,2.47667
1972,Western,FEB,3.19667
1972,Western,MAR,3.59333
1972,Western,APR,3.65333
1972,Western,MAY,7.56
1972,Western,JUN,8.12667
1972,Western,JUL,4.34833
1972,Western,AUG,3.04333
1972,Western,SEP,1.66667
1972,Western,OCT,3.67833
1972,Western,NOV,7.52667
1972,Western,DEC,6.24167
1973,Cape Cod and Islands,JAN,1.55743
1973,Cape Cod and Islands,FEB,3.11857
1973,Cape Cod and Islands,MAR,3.33857
1973,Cape Cod and Islands,APR,7.57429
1973,Cape Cod and Islands,MAY,3.80857
1973,Cape Cod and Islands,JUN,3.96167
1973,Cape Cod and Islands,JUL,7.61857
1973,Cape Cod and Islands,AUG,3.61333
1973,Cape Cod and Islands,SEP,3.33286
1973,Cape Cod and Islands,OCT,5.715
1973,Cape Cod and Islands,NOV,2.575
1973,Cape Cod and Islands,DEC,6.81143
1973,Central,JAN,3.80231
1973,Central,FEB,2.785
1973,Central,MAR,3.68846
1973,Central,APR,5.86808
1973,Central,MAY,4.93923
1973,Central,JUN,5.47462
1973,Central,JUL,3.59423
1973,Central,AUG,3.50846
1973,Central,SEP,2.87154
1973,Central,OCT,3.53154
1973,Central,NOV,2.21846
1973,Central,DEC,8.90346
1973,Connecticut River,JAN,3.53667
1973,Connecticut River,FEB,2.82375
1973,Connecticut River,MAR,3.54208
1973,Connecticut River,APR,6.24583
1973,Connecticut River,MAY,5.94208
1973,Connecticut River,JUN,5.99091
1973,Connecticut River,JUL,3.21917
1973,Connecticut River,AUG,3.48583
1973,Connecticut River,SEP,2.50167
1973,Connecticut River,OCT,3.04875
1973,Connecticut River,NOV,2.35042
1973,Connecticut River,DEC,9.04292
1973,Northeast,JAN,2.9625
1973,Northeast,FEB,2.205
1973,Northeast,MAR,2.64344
1973,Northeast,APR,6.75906
1973,Northeast,MAY,4.33375
1973,Northeast,JUN,5.25063
1973,Northeast,JUL,4.36125
1973,Northeast,AUG,3.42094
1973,Northeast,SEP,2.5
1973,Northeast,OCT,3.24594
1973,Northeast,NOV,2.09469
1973,Northeast,DEC,7.87188
1973,Southeast,JAN,2.68583
1973,Southeast,FEB,3.22958
1973,Southeast,MAR,2.59333
1973,Southeast,APR,6.73375
1973,Southeast,MAY,3.97792
1973,Southeast,JUN,4.80792
1973,Southeast,JUL,4.3287
1973,Southeast,AUG,3.82417
1973,Southeast,SEP,4.80917
1973,Southeast,OCT,3.33958
1973,Southeast,NOV,2.4675
1973,Southeast,DEC,9.23042
1973,Western,JAN,2.72833
1973,Western,FEB,2.64667
1973,Western,MAR,3.285
1973,Western,APR,4.75667
1973,Western,MAY,7.095
1973,Western,JUN,5.94
1973,Western,JUL,3.65167
1973,Western,AUG,7.07333
1973,Western,SEP,2.44167
1973,Western,OCT,3.36333
1973,Western,NOV,2.36167
1973,Western,DEC,9.16833
1974,Cape Cod and Islands,JAN,4.10714
1974,Cape Cod and Islands,FEB,2.89857
1974,Cape Cod and Islands,MAR,2.61286
1974,Cape Cod and Islands,APR,3.86429
1974,Cape Cod and Islands,MAY,4.13
1974,Cape Cod and Islands,JUN,3.41
1974,Cape Cod and Islands,JUL,1.10143
1974,Cape Cod and Islands,AUG,2.45714
1974,Cape Cod and Islands,SEP,4.05714
1974,Cape Cod and Islands,OCT,2.19429
1974,Cape Cod and Islands,NOV,1.89286
1974,Cape Cod and Islands,DEC,3.62714
1974,Central,JAN,3.59846
1974,Central,FEB,2.67654
1974,Central,MAR,4.72692
1974,Central,APR,3.36462
1974,Central,MAY,4.22385
1974,Central,JUN,3.19462
1974,Central,JUL,2.85577
1974,Central,AUG,3.20923
1974,Central,SEP,9.29077
1974,Central,OCT,2.54731
1974,Central,NOV,2.96308
1974,Central,DEC,4.68577
1974,Connecticut River,JAN,3.68425
1974,Connecticut River,FEB,2.55125
1974,Connecticut River,MAR,4.46917
1974,Connecticut River,APR,3.48958
1974,Connecticut River,MAY,4.73417
1974,Connecticut River,JUN,2.915
1974,Connecticut River,JUL,4.20667
1974,Connecticut River,AUG,3.63583
1974,Connecticut River,SEP,7.77833
1974,Connecticut River,OCT,2.35458
1974,Connecticut River,NOV,3.33083
1974,Connecticut River,DEC,4.02
1974,Northeast,JAN,3.19344
1974,Northeast,FEB,2.90344
1974,Northeast,MAR,4.34188
1974,Northeast,APR,3.66094
1974,Northeast,MAY,4.05875
1974,Northeast,JUN,3.14656
1974,Northeast,JUL,1.63625
1974,Northeast,AUG,2.84344
1974,Northeast,SEP,7.69156
1974,Northeast,OCT,2.79063
1974,Northeast,NOV,2.35563
1974,Northeast,DEC,4.64563
1974,Southeast,JAN,4.19833
1974,Southeast,FEB,2.69167
1974,Southeast,MAR,4.41
1974,Southeast,APR,3.96208
1974,Southeast,MAY,3.64708
1974,Southeast,JUN,2.99042
1974,Southeast,JUL,2.19042
1974,Southeast,AUG,3.1725
1974,Southeast,SEP,6.41417
1974,Southeast,OCT,2.87458
1974,Southeast,NOV,2.02333
1974,Southeast,DEC,4.24208
1974,Western,JAN,3.40833
1974,Western,FEB,2.645
1974,Western,MAR,4.10667
1974,Western,APR,3.97667
1974,Western,MAY,5.17667
1974,Western,JUN,2.96167
1974,Western,JUL,3.88
1974,Western,AUG,5.28333
1974,Western,SEP,6.99
1974,Western,OCT,2.32167
1974,Western,NOV,3.48167
1974,Western,DEC,3.53667
1975,Cape Cod and Islands,JAN,6.55429
1975,Cape Cod and Islands,FEB,4.02429
1975,Cape Cod and Islands,MAR,3.78286
1975,Cape Cod and Islands,APR,3.41143
1975,Cape Cod and Islands,MAY,2.13429
1975,Cape Cod and Islands,JUN,3.57
1975,Cape Cod and Islands,JUL,2.7
1975,Cape Cod and Islands,AUG,3.85
1975,Cape Cod and Islands,SEP,6.37667
1975,Cape Cod and Islands,OCT,4.9
1975,Cape Cod and Islands,NOV,6.62
1975,Cape Cod and Islands,DEC,5.32167
1975,Central,JAN,4.70423
1975,Central,FEB,3.44962
1975,Central,MAR,3.21231
1975,Central,APR,2.56077
1975,Central,MAY,2.18538
1975,Central,JUN,4.12923
1975,Central,JUL,4.99308
1975,Central,AUG,5.10577
1975,Central,SEP,7.87731
1975,Central,OCT,5.87192
1975,Central,NOV,5.69308
1975,Central,DEC,4.41115
1975,Connecticut River,JAN,4.56292
1975,Connecticut River,FEB,3.5
1975,Connecticut River,MAR,3.74917
1975,Connecticut River,APR,2.73667
1975,Connecticut River,MAY,2.6772
1975,Connecticut River,JUN,4.9532
1975,Connecticut River,JUL,7.8116
1975,Connecticut River,AUG,5.9476
1975,Connecticut River,SEP,8.8428
1975,Connecticut River,OCT,5.4428
1975,Connecticut River,NOV,5.2956
1975,Connecticut River,DEC,4.4672
1975,Northeast,JAN,5.01094
1975,Northeast,FEB,3.29094
1975,Northeast,MAR,3.08344
1975,Northeast,APR,2.26375
1975,Northeast,MAY,1.91688
1975,Northeast,JUN,3.08063
1975,Northeast,JUL,2.58906
1975,Northeast,AUG,6.2075
1975,Northeast,SEP,6.26031
1975,Northeast,OCT,5.66531
1975,Northeast,NOV,5.695
1975,Northeast,DEC,5.65781
1975,Southeast,JAN,5.925
1975,Southeast,FEB,3.40167
1975,Southeast,MAR,3.375
1975,Southeast,APR,3.02292
1975,Southeast,MAY,2.2275
1975,Southeast,JUN,3.92042
1975,Southeast,JUL,3.30167
1975,Southeast,AUG,4.69458
1975,Southeast,SEP,7.02292
1975,Southeast,OCT,5.81708
1975,Southeast,NOV,6.42583
1975,Southeast,DEC,5.36348
1975,Western,JAN,3.71333
1975,Western,FEB,3.22
1975,Western,MAR,3.14333
1975,Western,APR,2.47833
1975,Western,MAY,5.00667
1975,Western,JUN,5.47
1975,Western,JUL,8.87333
1975,Western,AUG,6.44667
1975,Western,SEP,7.01333
1975,Western,OCT,4.465
1975,Western,NOV,5.24667
1975,Western,DEC,3.24333
1976,Cape Cod and Islands,JAN,5.65
1976,Cape Cod and Islands,FEB,2.27429
1976,Cape Cod and Islands,MAR,3.62286
1976,Cape Cod and Islands,APR,1.35714
1976,Cape Cod and Islands,MAY,2.59143
1976,Cape Cod and Islands,JUN,1.92714
1976,Cape Cod and Islands,JUL,4.30143
1976,Cape Cod and Islands,AUG,3.41143
1976,Cape Cod and Islands,SEP,2.37857
1976,Cape Cod and Islands,OCT,6.20714
1976,Cape Cod and Islands,NOV,1.80143
1976,Cape Cod and Islands,DEC,3.70571
1976,Central,JAN,5.63962
1976,Central,FEB,2.95385
1976,Central,MAR,3.05423
1976,Central,APR,2.995
1976,Central,MAY,3.57808
1976,Central,JUN,2.56115
1976,Central,JUL,3.0776
1976,Central,AUG,6.02038
1976,Central,SEP,2.03346
1976,Central,OCT,4.78385
1976,Central,NOV,0.74077
1976,Central,DEC,3.08231
1976,Connecticut River,JAN,5.29
1976,Connecticut River,FEB,3.0668
1976,Connecticut River,MAR,3.1304
1976,Connecticut River,APR,3.4204
1976,Connecticut River,MAY,4.6864
1976,Connecticut River,JUN,3.0204
1976,Connecticut River,JUL,3.3196
1976,Connecticut River,AUG,6.5225
1976,Connecticut River,SEP,2.3924
1976,Connecticut River,OCT,4.3928
1976,Connecticut River,NOV,0.8304
1976,Connecticut River,DEC,2.6664
1976,Northeast,JAN,5.18219
1976,Northeast,FEB,2.56094
1976,Northeast,MAR,2.74281
1976,Northeast,APR,2.45156
1976,Northeast,MAY,2.6475
1976,Northeast,JUN,1.19871
1976,Northeast,JUL,4.61188
1976,Northeast,AUG,6.29097
1976,Northeast,SEP,2.06313
1976,Northeast,OCT,4.53844
1976,Northeast,NOV,0.65625
1976,Northeast,DEC,3.16875
1976,Southeast,JAN,6.14292
1976,Southeast,FEB,2.47042
1976,Southeast,MAR,3.38625
1976,Southeast,APR,1.8696
1976,Southeast,MAY,2.5004
1976,Southeast,JUN,1.7072
1976,Southeast,JUL,4.1752
1976,Southeast,AUG,7.42
1976,Southeast,SEP,2.018
1976,Southeast,OCT,5.6592
1976,Southeast,NOV,0.8932
1976,Southeast,DEC,3.41
1976,Western,JAN,4.56333
1976,Western,FEB,3.25667
1976,Western,MAR,3.065
1976,Western,APR,3.23167
1976,Western,MAY,5.555
1976,Western,JUN,3.79333
1976,Western,JUL,4.00167
1976,Western,AUG,6.53167
1976,Western,SEP,3.18333
1976,Western,OCT,5.43833
1976,Western,NOV,0.74667
1976,Western,DEC,2.28167
1977,Cape Cod and Islands,JAN,4.85857
1977,Cape Cod and Islands,FEB,2.32
1977,Cape Cod and Islands,MAR,4.61143
1977,Cape Cod and Islands,APR,4.50714
1977,Cape Cod and Islands,MAY,2.33857
1977,Cape Cod and Islands,JUN,7.75
1977,Cape Cod and Islands,JUL,1.43429
1977,Cape Cod and Islands,AUG,4.66
1977,Cape Cod and Islands,SEP,5.62429
1977,Cape Cod and Islands,OCT,6.19333
1977,Cape Cod and Islands,NOV,2.24143
1977,Cape Cod and Islands,DEC,6.91
1977,Central,JAN,2.965
1977,Central,FEB,2.48654
1977,Central,MAR,6.1224
1977,Central,APR,4.54923
1977,Central,MAY,2.86615
1977,Central,JUN,4.09385
1977,Central,JUL,3.39231
1977,Central,AUG,4.14462
1977,Central,SEP,6.18154
1977,Central,OCT,6.25885
1977,Central,NOV,4.77231
1977,Central,DEC,4.82808
1977,Connecticut River,JAN,2.498
1977,Connecticut River,FEB,2.5256
1977,Connecticut River,MAR,6.3328
1977,Connecticut River,APR,4.5332
1977,Connecticut River,MAY,3.7396
1977,Connecticut River,JUN,4.1092
1977,Connecticut River,JUL,4.0268
1977,Connecticut River,AUG,3.732
1977,Connecticut River,SEP,6.9656
1977,Connecticut River,OCT,6.1076
1977,Connecticut River,NOV,5.2504
1977,Connecticut River,DEC,4.8144
1977,Northeast,JAN,4.34188
1977,Northeast,FEB,2.47969
1977,Northeast,MAR,5.64875
1977,Northeast,APR,4.37938
1977,Northeast,MAY,3.4225
1977,Northeast,JUN,3.90125
1977,Northeast,JUL,2.32531
1977,Northeast,AUG,3.24156
1977,Northeast,SEP,5.33219
1977,Northeast,OCT,5.62375
1977,Northeast,NOV,4.61063
1977,Northeast,DEC,5.4975
1977,Southeast,JAN,4.3748
1977,Southeast,FEB,2.68
1977,Southeast,MAR,5.7164
1977,Southeast,APR,3.7516
1977,Southeast,MAY,3.2684
1977,Southeast,JUN,5.8572
1977,Southeast,JUL,2.5696
1977,Southeast,AUG,3.88
1977,Southeast,SEP,6.3324
1977,Southeast,OCT,6.8996
1977,Southeast,NOV,3.6544
1977,Southeast,DEC,6.20333
1977,Western,JAN,2.50333
1977,Western,FEB,3.06833
1977,Western,MAR,6.90333
1977,Western,APR,4.41333
1977,Western,MAY,3.07167
1977,Western,JUN,3.64167
1977,Western,JUL,2.85667
1977,Western,AUG,5.06333
1977,Western,SEP,8.02833
1977,Western,OCT,5.76833
1977,Western,NOV,4.81167
1977,Western,DEC,4.05
1978,Cape Cod and Islands,JAN,8.03571
1978,Cape Cod and Islands,FEB,1.49429
1978,Cape Cod and Islands,MAR,3.22143
1978,Cape Cod and Islands,APR,2.98571
1978,Cape Cod and Islands,MAY,6.04
1978,Cape Cod and Islands,JUN,2.02286
1978,Cape Cod and Islands,JUL,4.49571
1978,Cape Cod and Islands,AUG,4.31714
1978,Cape Cod and Islands,SEP,1.88143
1978,Cape Cod and Islands,OCT,3.29857
1978,Cape Cod and Islands,NOV,3.62571
1978,Cape Cod and Islands,DEC,4.72571
1978,Central,JAN,8.63885
1978,Central,FEB,1.65692
1978,Central,MAR,2.76885
1978,Central,APR,2.08731
1978,Central,MAY,3.72077
1978,Central,JUN,3.28115
1978,Central,JUL,2.88308
1978,Central,AUG,5.9472
1978,Central,SEP,1.30192
1978,Central,OCT,3.54385
1978,Central,NOV,2.14269
1978,Central,DEC,3.99038
1978,Connecticut River,JAN,8.746
1978,Connecticut River,FEB,1.1052
1978,Connecticut River,MAR,2.8228
1978,Connecticut River,APR,1.5472
1978,Connecticut River,MAY,3.8956
1978,Connecticut River,JUN,4.1688
1978,Connecticut River,JUL,2.5776
1978,Connecticut River,AUG,5.4124
1978,Connecticut River,SEP,1.2732
1978,Connecticut River,OCT,2.6932
1978,Connecticut River,NOV,2.272
1978,Connecticut River,DEC,4.1932
1978,Northeast,JAN,8.11031
1978,Northeast,FEB,2.49313
1978,Northeast,MAR,2.59188
1978,Northeast,APR,2.195
1978,Northeast,MAY,4.39719
1978,Northeast,JUN,2.37344
1978,Northeast,JUL,2.32563
1978,Northeast,AUG,3.87188
1978,Northeast,SEP,0.89844
1978,Northeast,OCT,3.35125
1978,Northeast,NOV,2.36031
1978,Northeast,DEC,3.84031
1978,Southeast,JAN,9.06125
1978,Southeast,FEB,2.4036
1978,Southeast,MAR,3.2112
1978,Southeast,APR,2.4776
1978,Southeast,MAY,5.53
1978,Southeast,JUN,1.5944
1978,Southeast,JUL,2.7828
1978,Southeast,AUG,6.97292
1978,Southeast,SEP,1.8292
1978,Southeast,OCT,3.5308
1978,Southeast,NOV,2.7452
1978,Southeast,DEC,4.3164
1978,Western,JAN,6.98167
1978,Western,FEB,0.98333
1978,Western,MAR,2.435
1978,Western,APR,1.15667
1978,Western,MAY,4.58
1978,Western,JUN,4.15667
1978,Western,JUL,2.95833
1978,Western,AUG,5.30333
1978,Western,SEP,1.64667
1978,Western,OCT,2.71333
1978,Western,NOV,1.74167
1978,Western,DEC,3.20833
1979,Cape Cod and Islands,JAN,7.46571
1979,Cape Cod and Islands,FEB,5.25286
1979,Cape Cod and Islands,MAR,2.32429
1979,Cape Cod and Islands,APR,4.62571
1979,Cape Cod and Islands,MAY,6.24857
1979,Cape Cod and Islands,JUN,1.60429
1979,Cape Cod and Islands,JUL,1.09714
1979,Cape Cod and Islands,AUG,4.23
1979,Cape Cod and Islands,SEP,2.58143
1979,Cape Cod and Islands,OCT,4.08571
